0
stationid
year
Mode
ampeak
pmpeak
daily_count
county
Latitude
Longitude
TotPop_1mile
TotPopMale_1mile
TotPopFemale_1mile
Male_5_14_1mile
Male_15_24_1mile
Male_25_34_1mile
Male_35_54_1mile
Male_55_64_1mile
Male_65_over_1mile
Female_5_14_1mile
Female_15_24_1mile
Female_25_34_1mile
Female_35_54_1mile
Female_55_64_1mile
Female_65_over_1mile
Pop_Race_White_1mile
Pop_Race_Black_1mile
Pop_Race_Asian_1mile
Pop_Race_Native_1mile
Pop_Race_Two_1mile
House_1mile
House_Family_1mile
Edu_Bachelor_more_1mile
HHI_less_35_1mile
HHI_35_45_1mile
HHI_45_60_1mile
HHI_60_100_1mile
HHI_100_150_1mile
HHI_150_more_1mile
Income_1mile
TotPop_05mile
TotPopMale_05mile
TotPopFemale_05mile
Male_5_14_05mile
Male_15_24_05mile
Male_25_34_05mile
Male_35_54_05mile
Male_55_64_05mile
Male_65_over_05mile
Female_5_14_05mile
Female_15_24_05mile
Female_25_34_05mile
Female_35_54_05mile
Female_55_64_05mile
Female_65_over_05mile
Pop_Race_White_05mile
Pop_Race_Black_05mile
Pop_Race_Asian_05mile
Pop_Race_Native_05mile
Pop_Race_Two_05mile
House_05mile
House_Family_05mile
Edu_Bachelor_more_05mile
HHI_less_35_05mile
HHI_35_45_05mile
HHI_45_60_05mile
HHI_60_100_05mile
HHI_100_150_05mile
HHI_150_more_05mile
Income_05mile
TotPop_025mile
TotPopMale_025mile
TotPopFemale_025mile
Male_5_14_025mile
Male_15_24_025mile
Male_25_34_025mile
Male_35_54_025mile
Male_55_64_025mile
Male_65_over_025mile
Female_5_14_025mile
Female_15_24_025mile
Female_25_34_025mile
Female_35_54_025mile
Female_55_64_025mile
Female_65_over_025mile
Pop_Race_White_025mile
Pop_Race_Black_025mile
Pop_Race_Asian_025mile
Pop_Race_Native_025mile
Pop_Race_Two_025mile
House_025mile
House_Family_025mile
Edu_Bachelor_more_025mile
HHI_less_35_025mile
HHI_35_45_025mile
HHI_45_60_025mile
HHI_60_100_025mile
HHI_100_150_025mile
HHI_150_more_025mile
Income_025mile
UI_025mile
UI_05mile
UI_1mile
UA_025mile
UA_05mile
UA_1mile
UC_025mile
UC_05mile
UC_1mile
UL_025mile
UL_05mile
UL_1mile
RI_025mile
RI_05mile
RI_1mile
RA_025mile
RA_05mile
RA_1mile
RC_025mile
RC_05mile
RC_1mile
RL_025mile
RL_05mile
RL_1mile
MaxSpd_025mile
MaxSpd_05mile
MaxSpd_1mile
sharedpath
Same_station_number
count_method
surface_type
street_lighting
surface_condition
width
marking
lighting
close to freeway
benches
shading
trees
one_two_way
remark
remark_2
Bus_025
Tram_strcar_lrail_025
Bus_05
Tram_strcar_lrail_05
Bus_1
Tram_strcar_lrail_1
stops_025mile
stops_05mile
stops_1mile
Intsct_05mile
Intsct_025mile
Intsct_1mile
proximity_water
proximity_uni
proximity_school
job_access_15min_walk
job_access_30min_walk
job_access_60min_walk
job_access_15min_bike
job_access_30min_bike
job_access_60min_bike
lu_replica_res_025mile
lu_replica_com_025mile
lu_replica_ind_025mile
lu_replica_vac_025mile
lu_replica_entropy_025mile
lu_replica_res_05mile
lu_replica_com_05mile
lu_replica_ind_05mile
lu_replica_vac_05mile
lu_replica_entropy_05mile
lu_replica_res_1mile
lu_replica_com_1mile
lu_replica_ind_1mile
lu_replica_vac_1mile
lu_replica_entropy_1mile
lu_local_res_025mile
lu_local_com_025mile
lu_local_ind_025mile
lu_local_vac_025mile
lu_local_entropy_025mile
lu_local_res_05mile
lu_local_com_05mile
lu_local_ind_05mile
lu_local_vac_05mile
lu_local_entropy_05mile
lu_local_res_1mile
lu_local_com_1mile
lu_local_ind_1mile
lu_local_vac_1mile
lu_local_entropy_1mile
lu_local_assumed_025mile
lu_local_assumed_05mile
lu_local_assumed_1mile
Unnamed: 0
PRCP
TAVG
TMAX
TMIN
AWND
ADT_025mile
ADT_05mile
ADT_1mile
ADT_previous_year_025mile
ADT_previous_year_05mile
ADT_previous_year_1mile
city_area
ADT_phil
AADT_phil
